,COIN,PRICE,1H,24H,7D,24 H VOLUME ,MKT CAP,CIRCULATING SUPPLY,ATH,ATL,TRADING VOLUME,INITIAL RICE ($)
615,GridPlus [OLD] GRID GRID,$1.20,0.006,0.028,-0.07,"$1,905.05","$46,996,332","39,236,491 GRID",$9.11,$0.02,"300,000,000 GRID",0.51
595,Groestlcoin GRS GRS,$0.625716,1.1%,1.3%,-8.4%,"$3,070,559","$49,874,898","80,146,264 GRS",$2.79,$0.00,"80,146,263.89 GRS",0.0044
563,GuildFi GF GF,$1.26,0.3%,-0.7%,-4.4%,"$3,052,449","$54,376,805","42,185,072 GF",$3.41,$0.46,"1,000,000,000 GF",3.40
373,GXChain GXC GXC,$1.57,-0.0%,0.1%,-7.5%,"$1,140,026","$117,399,816","75,000,000 GXC",$11.24,$0.19,"99,913,340.19 GXC",4.9
656,GYEN GYEN GYEN,$0.007652689479,0.001,-0.017,-0.02,"$341,973","$41,352,716","2,733,961,999 GYEN",$0.35,$0.01,"2,733,961,999 GYEN",0.0092
826,Hacken Token HAI HAI,$0.046950011226,0.5%,3.7%,-12.1%,"$1,681,382","$22,300,274","474,371,758 HAI",$0.47,$0.00,"1,000,000,000 HAI",0.0059
536,Handshake HNS HNS,$0.121904,-0.0%,-1.5%,-12.4%,"$133,842","$59,318,604","494,678,518 HNS",$0.85,$0.07,"494,678,517.56 HNS",0.084
88,Harmony ONE ONE,$0.101791,0,0.002,-0.178,"$47,395,403","$1,223,732,915","12,058,709,010 ONE",$0.38,$0.00,"13,451,106,010.1 ONE",0.021
535,Harvest Finance FARM FARM,$90.21,0.1%,1.0%,-6.7%,"$24,815,119","$59,581,081","676,982 FARM","$2,236.04",$33.35,"695,201.87 FARM",421
435,Hathor HTR HTR,$0.385982,1.5%,1.4%,-25.4%,"$2,994,963","$88,498,901","231,458,248 HTR",$2.48,$0.08,"907,403,248 HTR",0.27
622,Haven XHV XHV,$3.12,0.03,-0.008,-0.269,"$789,601","$45,853,075","26,913,650 XHV",$28.99,$0.08,"26,913,650 XHV",6.5
796,HBTC Captain Token HBC HBC,$3.07,?,?,?,?,"$25,035,553",0 HBC,$33.90,$1.55,0.00 HBC,3.9
561,Hector Finance HEC HEC,$19.75,0.8%,-4.5%,-18.0%,"$1,085,601","$54,906,750",,$357.49,$5.17,"3,442,965 HEC",19.1
40,Hedera HBAR HBAR,$0.169548,0.007,0.004,-0.136,"$44,138,997","$3,441,606,157","20,741,406,793 HBAR",$0.57,$0.01,"50,000,000,000 HBAR",0.087
689,HEdpAY HDP.Ф HDP.Ф,$0.544424,0.001,-0.011,0.356,"$36,754.39","$36,066,166","65,500,000 HDP.Ф",$2.50,$0.01,"1,000,000,000 HDP.Ф",0.24
67,Helium HNT HNT,$16.03,0.006,-0.026,-0.156,"$15,444,830","$1,613,449,061","117,397,841 HNT",$55.22,$0.25,"223,000,000 HNT",0.27
409,Hermez Network HEZ HEZ,$5.93,0.0%,1.3%,-1.7%,"$66,520.19","$99,342,976","4,700,000 HEZ",$10.24,$2.43,"100,000,000 HEZ",2.7
662,hi Dollar HI HI,$0.133806,0.003,0.011,-0.002,"$1,504,470","$40,584,209","503,699,436 HI",$1.58,$0.06,"1,193,524,008 HI",0.95
848,Hiblocks HIBS HIBS,$0.002049319117,-0.8%,-0.6%,-14.5%,"$81,716.36","$20,876,906","9,206,678,425 HIBS",$0.03,$0,"20,000,000,000 HIBS",0.0052
479,Hifi Finance MFT MFT,$0.007954500127,0.1%,0.1%,-8.0%,"$5,486,590","$75,123,079","10,000,000,000 MFT",$0.04,$0.00,"10,000,000,000 MFT",0.016
194,Hive HIVE HIVE,$0.902194,0.014,0.022,-0.019,"$16,477,459","$335,209,904","434,878,201 HIVE",$3.42,$0.09,"434,878,200.72 HIVE",0.22
862,Hoge Finance HOGE HOGE,$0.000047891950,0.3%,4.1%,-2.4%,"$77,924.77","$19,908,967","402,276,464,812 HOGE",$0.00,$0.00,"402,276,464,812 HOGE",0.0000015
111,Holo HOT HOT,$0.004457124333,0.007,0.005,-0.117,"$44,123,710","$792,182,727","173,305,412,321 HOT",$0.03,$0.00,"177,619,433,541.14 HOT",0.00073
728,HOPR HOPR HOPR,$0.170099,-0.0%,-1.0%,-6.8%,"$390,914","$32,240,628","166,803,842 HOPR",$0.97,$0.13,"210,203,458 HOPR",0.65
174,Horizen ZEN ZEN,$33.32,0.01,0.011,-0.118,"$19,876,763","$408,456,778","12,436,038 ZEN",$168.15,$3.09,"12,093,400 ZEN",9.1
850,Hot Cross HOTCROSS HOTCROSS,$0.182915,-0.1%,2.8%,-21.0%,"$23,749,921","$20,443,538","113,749,999 HOTCROSS",$0.54,$0.06,"500,000,000 HOTCROSS",0.26
700,Hotbit Token HTB HTB,$0.045049953524,-0.002,0.024,-0.079,"$112,012","$34,880,574",,$0.08,$0.02,0.00 HTB,0.061
900,Hubble HBB HBB,$1.90,-2.1%,25.2%,10.5%,"$2,453,171","$17,906,434","10,967,700 HBB",$2.43,$0.40,"100,000,000 HBB",1.71
434,HUNT HUNT HUNT,$0.813433,0.6%,3.3%,-1.5%,"$22,559,545","$88,826,692","110,357,399 HUNT",$1.52,$0.00,"199,104,720 HUNT",0.0040
70,Huobi BTC HBTC HBTC,"$40,112.15",0.005,0.028,-0.022,"$3,309,318","$1,568,876,419","155,225,063 HT",$39.81,$0.89,"500,000,000 HT",10400
76,Huobi Token HT HT,$9.47,0.001,0.016,0.001,"$40,681,637","$1,470,550,946","155,225,063 HT",$39.81,$0.89,"500,000,000 HT",1.4
203,HUSD HUSD HUSD,$1.00,0.001,0.001,0.002,"$23,685,475","$311,624,818","397,724,433 HUSD",$1.08,$0.90,"397,724,433.28 HUSD",1.005
334,Hxro HXRO HXRO,$0.323114,0.1%,0.2%,-6.8%,"$80,651.64","$142,310,065","422,208,616 HXRO",$0.82,$0.01,"1,000,000,000 HXRO",
421,Hydra HYDRA HYDRA,$6.93,-0.3%,-2.7%,-12.8%,"$56,062.63","$93,251,815","8,606,762 HYDRA",$52.18,$1.40,"18,963,385.86 HYDRA",
686,HyperCash HC HC,$0.319234,0.007,0.004,-0.092,"$190,333","$36,981,427","45,071,909 HC",$43.17,$0.14,"45,071,909.33 HC",
781,ICHI ICHI ICHI,$5.72,0.4%,-10.1%,-20.0%,"$795,574","$26,641,289","4,757,214 ICHI",$145.77,$1.68,"5,000,000 ICHI",
144,ICON ICX ICX,$0.734374,0.011,0.008,-0.074,"$12,599,625","$560,669,923","919,483,096 ICX",$12.64,$0.11,"926,210,351 ICX",
432,IDEX IDEX IDEX,$0.136881,0.5%,1.2%,-8.7%,"$7,168,343","$88,885,840",0 IDK,$0.20,$0.05,"10,000,000 IDK",
199,Illuvium ILV ILV,$495.31,0.009,0.023,-0.073,"$11,292,586","$321,830,613","650,861 ILV","$2,868.95",$29.77,"7,000,000 ILV",
175,Immutable X IMX IMX,$1.75,0.021,0.04,-0.133,"$56,226,550","$409,207,616","235,284,001 IMX",$9.50,$0,"2,000,000,000 IMX",
645,Impossible Finance Launchpad IDIA IDIA,$0.729432,-0.002,-0.054,-0.122,"$355,720","$42,458,638","45,000,000 IDIA",$3.44,$0.27,"1,000,000,000 IDIA",
761,Index Cooperative INDEX INDEX,$9.91,0.4%,5.3%,-16.0%,"$229,293","$28,515,150",0 INDEX,$133.14,$1.36,"10,000,000 INDEX",
986,Infinitecoin IFC IFC,$0.000144494293,0.2%,-2.9%,-3.7%,$0.052884911221,"$13,082,035","90,595,753,021 IFC",$0.00,$0.00,"90,595,753,021.15 IFC",
234,Injective INJ INJ,$4.21,0.01,-0.004,-0.184,"$10,310,694","$238,030,664","56,655,553 INJ",$25.01,$0.66,"100,000,000 INJ",
779,Instadapp INST INST,$1.49,0.4%,1.5%,-9.7%,"$8,522.93","$26,689,049","17,946,349 INST",$29.36,$0,"100,000,000 INST",
714,InsurAce INSUR INSUR,$0.661538,0.4%,0.2%,-17.5%,"$1,048,188","$33,599,223","44,891,926 INSUR",$16.84,$0.18,"100,000,000 INSUR",
883,Inter Milan Fan Token INTER INTER,$6.24,-0.1%,-11.8%,-25.2%,"$6,484,134","$18,745,875","3,012,237 INTER",$14.09,$1.98,"20,000,000 INTER",
915,Inter Milan Fan Token INTER INTER,$5.28,0.4%,-9.9%,-28.9%,"$5,857,987","$15,911,337","3,012,237 INTER",$14.09,$1.98,"20,000,000 INTER",
39,Internet Computer ICP ICP,$15.30,0.011,0.004,-0.103,"$132,627,550","$3,451,196,337","230,597,478 ICP",$750.73,$0,"481,262,472.65 ICP",
792,Inverse Finance INV INV,$232.40,-0.5%,0.7%,-14.5%,"$1,098,443","$25,378,765","93,726 INV","$1,788.54",$73.11,"140,000 INV",
505,Ion ION ION,"$3,171.47",0.3%,-2.9%,-21.2%,"$50,200.94","$67,533,306","13,846,839 ION","$5,265.15",$0.00,"19,746,839.48 ION",
128,IOST IOST IOST,$0.027365396430,0.01,0.004,-0.114,"$66,791,646","$635,998,540","18,588,745,668 IOST",$0.14,$0.00,"18,588,745,668 IOST",
63,IOTA MIOTA MIOTA,$0.624976,0.006,0.022,-0.078,"$29,928,517","$1,741,019,161","2,779,530,283 MIOTA",$5.69,$0.08,"2,779,530,283 MIOTA",
123,IoTeX IOTX IOTX,$0.069993941607,0.007,0.002,-0.085,"$41,023,306","$663,930,406","9,540,779,324 IOTX",$0.26,$0.00,"9,626,124,332.32 IOTX",
514,IRISnet IRIS IRIS,$0.050744463203,-0.2%,1.4%,-13.1%,"$2,765,810","$64,236,686","1,308,064,269 IRIS",$0.32,$0.01,"2,080,556,822.32 IRIS",
411,JasmyCoin JASMY JASMY,$0.020481673968,1.1%,0.1%,-15.0%,"$305,952,316","$97,443,953","4,754,930,780 JASMY",$4.99,$0.01,"50,000,000,000 JASMY",
638,JET JET JET,$0.281254,0.001,0.006,0.028,"$117,817","$43,936,703","1,700,000,000 JET",$0.74,$0.19,"1,700,000,000 JET",
258,JOE JOE JOE,$0.991367,0.018,-0.033,-0.188,"$15,601,271","$218,398,991","272,483,823 JOE",$5.02,$0.29,"199,010,126.2 JOE",
925,Jones DAO JONES JONES,$6.21,0.2%,5.8%,-0.3%,"$1,013,453","$15,382,199",O JONES,$21.17,$1.91,"10,000,000 JONES",
451,JPEG'd JPEG JPEG,$0.004099052694,0.9%,-12.4%,-19.9%,"$6,803,496","$85,210,551",0 JPEG,$0.01,$0.00,"69,420,000,000 JPEG",
125,JUNO JUNO JUNO,$13.64,0.04,0.008,-0.189,"$3,954,060","$661,567,610","51,647,884 JUNO",$45.89,$4.14,"70,424,332 JUNO",
160,JUST JST JST,$0.063784497242,0.006,-0.009,-0.123,"$81,139,827","$465,357,443","7,300,425,000 JST",$0.21,$0.00,"9,900,000,000 JST",
995,Juventus Fan Token JUV JUV,$4.66,0.6%,1.6%,-12.0%,"$4,676,244","$12,660,706","1,315,932 JUV",$38.11,$1.85,"20,000,000 JUV",
110,Kadena KDA KDA,$4.73,0.013,0.017,-0.122,"$27,516,185","$808,457,194","171,287,601 KDA",$28.25,$0.12,"1,000,000,000 KDA",
401,KardiaChain KAI KAI,$0.029267835850,0.7%,4.4%,-11.0%,"$1,321,999","$104,389,225","3,563,300,000 KAI",$0.16,$0.00,"5,000,000,000 KAI",
464,Karura KAR KAR,$1.26,0.4%,1.9%,-10.8%,"$1,140,540","$80,208,773","28,566,603 KAR",$13.18,$0,"100,000,000 KAR",
102,Kava KAVA KAVA,$5.42,0.005,0.028,0.253,"$97,688,590","$979,150,095","201,359,034 KAVA",$9.19,$0.30,"173,657,543 KAVA",
578,Kava Lend HARD HARD,$0.438264,-1.1%,-2.1%,4.5%,"$4,570,226","$52,043,637","121,250,000 HARD",$3.00,$0.12,"200,000,000 HARD",
389,Kava Swap SWP SWP,$1.77,0.2%,1.7%,1.0%,"$420,182","$110,778,054","33,854,166 SWP",$5.35,$0.74,"250,000,000 SWP",
218,Keep Network KEEP KEEP,$0.491305,0.009,0.059,-0.072,"$2,754,607","$270,500,427","791,267,453 KEEP",$296.45,$0.17,"999,848,780.8 KEEP",
345,Keep3rV1 KP3R KP3R,$360.18,-0.4%,-0.2%,-9.9%,"$14,093,878","$136,711,966","200,001 KP3R","$2,056.10",$36.74,"200,001 KP3R",
458,KeeperDAO ROOK ROOK,$101.43,0.2%,-6.5%,-19.6%,"$970,671","$82,533,805","617,636 ROOK",$831.80,$34.75,"1,226,310 ROOK",
721,KI XKI XKI,$0.154839,0.2%,3.5%,,"$325,145","$32,810,699","198,348,213 XKI",$1.02,$0.05,"947,624,753 XKI",
551,Kin KIN KIN,$0.000030510814,0.3%,-3.4%,-10.9%,"$643,057","$56,541,802","1,737,204,746,105 KIN",$0.00,$0.00,"10,000,000,000,000 KIN",
367,Kirobo KIRO KIRO,$0.083519753027,0.6%,1.5%,-8.8%,"$11,972.13","$119,964,465","298,421,105 KIRO",$3.12,$0,"2,200,000,000 KIRO",
372,Kishu Inu KISHU KISHU,$0.000000001219,-0.3%,1.5%,-14.8%,"$4,285,937","$118,064,423","96,809,539,433,075,424 KISHU",$0.00,$0,"96,835,135,595,251,650 KISHU",
53,Klaytn KLAY KLAY,$0.840150,-0.002,0.011,-0.123,"$61,487,849","$2,344,916,327","2,798,290,939 KLAY",$4.38,$0.06,"10,782,297,980.8 KALY",
467,Klima DAO KLIMA KLIMA,$15.58,2.2%,-3.3%,-20.9%,"$1,318,454","$79,616,007","1,667,376 KLIMA","$3,946.02",$4.17,"1,697,205 KLIMA",
591,Koda Cryptocurrency KODA KODA,$0.000468856817,0.3%,9.6%,41.2%,"$23,302.01","$50,208,210","31,532,169,786 KODA",$0.00,$0.00,"33,000,000,000 KODA",
685,Koinos KOIN KOIN,$0.369814,0,0.055,-0.017,"$39,180.55","$37,032,940","96,837,287 KOIN",$9.22,$0,0.00 KOIN,
518,Komodo KMD KMD,$0.478402,0.5%,3.5%,-1.6%,"$1,203,306","$62,795,322","132,043,848 KMD",$15.41,$0.00,"131,586,722.03 KMD",
742,KRYLL KRL KRL,$0.814421,0.2%,3.0%,-2.5%,"$1,630,641","$31,107,535","38,257,598 KRL",$4.76,$0.02,"49,417,348 KRL",
59,KuCoin Token KCS KCS,$19.49,0.004,0.029,-0.068,"$5,446,415","$1,919,047,375","98,379,861 KCS",$28.80,$0.34,"145,879,861 KCS",
674,Kujira KUJI KUJI,$0.737986,0,0.008,0.062,"$843,368","$38,239,500",,$4.81,$0.00,"150,000,000 KUJI",
77,Kusama KSM KSM,$159.36,0.006,0.008,-0.115,"$77,570,951","$1,433,998,540","8,470,098 KSM",$623.75,$0.92,"9,651,217.45 KSM",
140,Kyber Network Crystal KNC KNC,$5.59,-0.001,0.033,0.289,"$97,293,236","$573,492,731","177,809,350 KNC",$5.72,$1.17,"177,809,349.53 KNC",
214,Kyber Network Crystal Legacy KNCL KNCL,$5.49,-0.018,0.008,0.261,"$288,219,165","$279,863,558","205,045,092 KNCL",$6.00,$0.11,"210,252,943.83 KNCL",
976,Kylin Network KYL KYL,$0.049339495873,0.7%,3.8%,9.6%,"$4,417,119","$13,468,484","270,259,840 KYL",$2.20,$0.01,"1,000,000,000 KYL",
692,Lattice Token LTX LTX,$1.11,-0.002,0.062,-0.051,"$534,151","$35,672,857","28,653,896 LTX",$2.78,$0.08,"100,000,000 LTX",
310,League of Kingdoms LOKA LOKA,$2.84,0.4%,14.9%,-5.5%,"$157,707,522","$164,376,508","25,100,000 LOKA",$5.37,$0.77,0.00 LOKA,
30,LEO Token LEO LEO,$5.76,-0.001,-0.009,-0.033,"$3,196,315","$5,393,618,724","953,954,130 LEO",$8.04,$0.80,"985,239,504 LEO",
91,Lido DAO LDO LDO,$3.67,0.061,0.16,0.279,"$7,948,287","$1,164,380,565","312,951,154 LDO",$18.62,$0.51,"1,000,000,000 LDO",
17,Lido Staked Ether STETH STETH,"$2,966.03",0.01,0.034,-0.036,"$119,145,444","$10,967,310,984","3,487,728 stETH","$4,982.43",$551.78,"4,207,547.81 stETH",
195,Lido Staked SOL STSOL STSOL,$103.52,0.011,0.017,-0.052,"$4,584,913","$333,344,887","1,030,697 stSOL",$509.08,$39.44,"1,030,696.85 stSOL",
457,Linear LINA LINA,$0.023247245604,-0.5%,3.5%,-26.8%,"$36,492,514","$82,823,592","3,670,429,590 LINA",$0.31,$0.00,"10,000,000,000 LINA",
722,Liquity LQTY LQTY,$1.77,0.1%,5.8%,-4.0%,"$4,075,632","$32,742,037","72,280,141 LQTY",$62.97,$0.87,"100,000,000 LQTY",
158,Liquity USD LUSD LUSD,$1.00,0,-0.001,0.001,"$9,285,327","$482,371,413","719,446,095 LUSD",$3.12,$0,"719,446,094.81 LUSD",
212,Lisk LSK LSK,$2.04,-0.001,-0.009,-0.076,"$12,962,362","$295,520,545","128,900,445 LSK",$39.31,$0.10,"144,818,773 LSK",
23,Litecoin LTC LTC,$103.91,0.008,0.034,-0.072,"$714,966,120","$7,299,885,576","70,262,256 LTC",$412.96,$1.11,"84,000,000 LTC",
629,Litentry LIT LIT,$1.29,0.004,0.044,-0.076,"$6,359,439","$45,134,375","36,132,164 LIT",$14.73,$0.39,"100,000,000 LIT",
132,Livepeer LPT LPT,$24.93,-0.002,0.01,0.066,"$44,655,190","$622,000,648","23,772,808 LPT",$100.24,$0.42,"25,467,165.3 LPT",
684,LockTrip LOC LOC,$2.25,0.002,0.016,-0.158,"$5,666.45","$37,099,863","12,032,452 LOC",$11.19,$0.00,"18,579,040.57 LOC",
95,Loopring LRC LRC,$0.849152,0.008,0.001,-0.111,"$104,274,420","$1,061,184,864","1,330,082,009 LRC",$3.83,$0.02,"1,373,873,439.44 LRC",
898,Lootex LOOT LOOT,$1.43,0.2%,-0.8%,-2.3%,"$634,975","$18,002,349",,$1.58,$0.87,0.00 LOOT,
783,Lossless LSS LSS,$0.553659,0.8%,9.6%,-16.1%,"$1,923,298","$26,418,429","47,072,672 LSS",$2.72,$0,"100,000,000 LSS",
549,LTO Network LTO LTO,$0.181653,-0.1%,1.3%,-19.3%,"$2,897,121","$57,248,855","392,709,11 LTO",$0.91,$0.02,"397,969,832.99 LTO",
718,Luffy LUFFY LUFFY,$0.000000000483,-0.5%,7.7%,68.8%,"$353,701","$33,325,111",,$0.00,$0.00,"100,000,000,000,000,000 LUFFY",
280,LUKSO Token LYXE LYXE,$12.38,0.035,0.062,-0.001,"$1,296,598","$187,955,304","15,205,916 LYXE",$97.05,$0.20,"100,000,000 LYXE",
885,Lunar LNR LNR,$0.000000023828,1.4%,2.2%,-14.9%,"$2,224,405","$18,600,574","784,316,252,349,198 LNR",$0.00,$0.00,"915,194,826,046,517 LNR",
905,Lunar LNR LNR,$0.000000021133,-1.0%,-3.5%,-19.5%,"$1,981,381","$16,553,461","784,316,252,349,198 LNR",$0.00,$0.00,"915,194,826,046,517 LNR",
740,Lunr Token LUNR LUNR,$0.714355,-0.0%,6.1%,8.9%,"$401,997","$31,203,512",0 LUNR,$57.59,$0.23,"250,000,000 LUNR",
842,Lyra Finance LYRA LYRA,$0.204840,-0.0%,1.9%,-30.4%,"$227,483","$20,937,786","65,000,000 LYRA",$0.69,$0.09,0.00 LYRA,
600,MAD Bucks MAD MAD,$14.76,-4.2%,-13.5%,-30.3%,"$9,360,910","$48,808,910",,$24.77,$0.61,"6,500,000 MAD",
711,Mad Meerkat ETF METF METF,$73.32,9.7%,-3.9%,-21.2%,"$10,675,868","$34,393,654","134,125 METF",$376.65,$2.30,"1,767,785 METF",
45,Magic Internet Money MIM MIM,$0.998670,-0.001,0.003,0,"$30,947,616","$2,805,455,771","1,933,352,207 MIM",$2.02,$0.00,"1,933,352,207 MIM",
520,Magic MAGIC MAGIC,$1.42,0.3%,-1.0%,-33.6%,"$3,201,776","$62,399,800","11,980 MAGIC",$0.49,$0,0.00 MAGIC,
213,MAI MIMATIC MIMATIC,$0.994472,-0.001,-0.002,-0.002,"$18,013,653","$295,274,992",,$1.79,$0.93,0.00 MATIC,
97,Maiar DEX MEX MEX,$0.000213751983,0.005,-0.018,-0.129,"$1,682,561","$1,051,969,368","5,166,765,010,346 MEX",$0.00,$0.00,0.00 MEX,
354,MaidSafeCoin MAID MAID,$0.285957,0.1%,1.7%,-8.5%,"$15,110.45","$129,351,308","452,552,412 MAID",$1.38,$0.00,"452,552,412 MAID",
75,Maker MKR MKR,"$1,632.38",0.002,-0.029,-0.098,"$60,826,831","$1,475,359,345","977,631 MKR","$6,339.02",$21.06,"977,631.04 MKR",
625,Manchester City Fan Token CITY CITY,$12.01,0.005,0.038,-0.191,"$11,017,649","$45,705,561","3,508,140 CITY",$36.90,$3.55,"20,000,000 CITY",
349,Mango MNGO MNGO,$0.126486,0.1%,-0.1%,-10.4%,"$443,999","$131,957,240","1,000,000,000 MNGO",$0.51,$0.06,"10,000,000,000 MNGO",
